RegionID,SizeRank,RegionName,RegionType,StateName,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31
394521,70,"Dayton, OH",Msa,OH,128267.0,126467.0,130167.0,135133.0,139967.0,144600.0,149633.0,151600.0,149933.0,146567.0,144100.0,142433.0,142382.0,143182.0,148182.0,153233.0,161233.0,167900.0,176233.0,179900.0,178233.0,172267.0,168100.0,165600.0,164267.0,166767.0,177633.0,189300.0,200000.0,204967.0,205600.0,202800.0,199467.0,202815.0,204915.0,204915.0,203267.0,205963.0,207663.0,209297.0,213267.0,219933.0,223300.0,221633.0,216600.0,207267.0,196967.0,186967.0
394843,71,"McAllen, TX",Msa,TX,192167.0,190500.0,190466.0,191633.0,193133.0,194833.0,194833.0,195000.0,196000.0,195000.0,193333.0,190633.0,189967.0,192633.0,195833.0,200833.0,204167.0,207335.0,207335.0,204669.0,201500.0,199833.0,199833.0,199967.0,199633.0,199300.0,199000.0,199000.0,202333.0,208000.0,215000.0,218667.0,223000.0,227667.0,231000.0,229667.0,226330.0,226330.0,231297.0,238300.0,244633.0,249667.0,253000.0,256663.0,257997.0,260963.0,260967.0,260967.0
394486,72,"Columbia, SC",Msa,SC,201567.0,201600.0,206300.0,214633.0,222933.0,229933.0,231600.0,230900.0,229200.0,227567.0,229967.0,231667.0,236000.0,237167.0,239800.0,243578.0,247078.0,249112.0,245967.0,241300.0,236600.0,233267.0,230433.0,228117.0,228150.0,231650.0,236330.0,241099.0,245266.0,247902.0,251117.0,253283.0,253283.0,249618.0,246781.0,245948.0,247963.0,251042.0,256547.0,263002.0,267461.0,269455.0,273000.0,276267.0,281771.0,285652.0,291993.0,297587.0
394648,73,"Greensboro, NC",Msa,NC,195667.0,198667.0,206667.0,218667.0,229633.0,234967.0,241233.0,247900.0,255367.0,257100.0,253767.0,249633.0,248300.0,251633.0,259933.0,269900.0,279900.0,281600.0,279480.0,271196.0,269196.0,266316.0,265300.0,262967.0,261197.0,260497.0,262663.0,262767.0,269433.0,277433.0,288267.0,293600.0,289400.0,281900.0,270600.0,264633.0,263333.0,262633.0,265516.0,268516.0,270216.0,268333.0,269967.0,273300.0,277022.0,275355.0,283355.0,296297.0
394304,74,"Akron, OH",Msa,OH,145900.0,144233.0,144933.0,151559.0,159892.0,168192.0,173233.0,172933.0,169600.0,164600.0,159900.0,154900.0,151567.0,151600.0,155633.0,160633.0,167300.0,173267.0,177633.0,177600.0,173467.0,169100.0,163300.0,157433.0,152433.0,152267.0,157267.0,163933.0,171433.0,178133.0,184500.0,187667.0,184333.0,179633.0,169967.0,162633.0,154300.0,153600.0,160167.0,171200.0,178567.0,182633.0,181600.0,181600.0,177300.0,172650.0,165983.0,158617.0
753906,75,"North Port-Sarasota-Bradenton, FL",Msa,FL,358883.0,359800.0,360967.0,360967.0,363633.0,365933.0,369267.0,368266.0,364359.0,360689.0,357356.0,356283.0,356320.0,357953.0,362633.0,367967.0,374333.0,378000.0,379333.0,377872.0,374206.0,372869.0,374330.0,376963.0,376967.0,375633.0,375000.0,371633.0,368300.0,368297.0,374660.0,379660.0,381660.0,381963.0,381963.0,384967.0,"","","","","","","","","","","",""
394798,76,"Little Rock, AR",Msa,AR,168055.0,170502.0,172154.0,174571.0,176742.0,178272.0,177997.0,176437.0,174907.0,175060.0,175090.0,175090.0,174295.0,174907.0,177691.0,181698.0,188733.0,193628.0,197298.0,197298.0,195738.0,194209.0,191915.0,191027.0,190110.0,190875.0,194545.0,198522.0,203110.0,204915.0,206138.0,204609.0,204640.0,205377.0,209159.0,211411.0,213821.0,214410.0,219967.0,224933.0,229767.0,231433.0,233133.0,233267.0,231300.0,229600.0,227967.0,226633.0
395134,77,"Stockton, CA",Msa,CA,363732.0,365608.0,364050.0,365640.0,366610.0,372969.0,374559.0,373621.0,370441.0,367071.0,365163.0,363573.0,360568.0,359296.0,362158.0,374893.0,390474.0,403193.0,411142.0,417088.0,418996.0,417335.0,416445.0,417876.0,416357.0,414795.0,414922.0,416512.0,417788.0,423861.0,434672.0,447391.0,453115.0,455023.0,452161.0,454225.0,458020.0,471571.0,477500.0,489317.0,492983.0,516317.0,536000.0,552667.0,552967.0,548967.0,548950.0,548983.0
394457,78,"Charleston, SC",Msa,SC,363705.0,366435.0,370984.0,377201.0,382053.0,384054.0,383933.0,379384.0,372861.0,366818.0,363027.0,359998.0,358610.0,362401.0,371499.0,380597.0,385146.0,386662.0,384540.0,378474.0,370862.0,365373.0,363705.0,363357.0,363084.0,364752.0,371166.0,375078.0,382629.0,387815.0,396337.0,401291.0,404900.0,408130.0,411132.0,414997.0,419997.0,430000.0,441330.0,456297.0,474297.0,489633.0,491333.0,475393.0,453727.0,445115.0,444688.0,449688.0
395143,79,"Syracuse, NY",Msa,NY,133849.0,135048.0,138556.0,144374.0,147561.0,149023.0,150222.0,151421.0,151450.0,150251.0,149052.0,148731.0,148731.0,150193.0,153409.0,159256.0,165104.0,170535.0,171997.0,170418.0,167647.0,164724.0,163379.0,162209.0,162794.0,165718.0,170074.0,177998.0,185307.0,192616.0,195832.0,197258.0,197288.0,198137.0,195718.0,193233.0,188267.0,191600.0,199963.0,213263.0,223263.0,227933.0,225467.0,213800.0,200767.0,191567.0,186567.0,183233.0
394484,80,"Colorado Springs, CO",Msa,CO,478758.0,476946.0,472418.0,468795.0,466947.0,454231.0,438291.0,421626.0,412605.0,408982.0,407569.0,407569.0,414245.0,423266.0,437757.0,445572.0,454629.0,460063.0,470896.0,472708.0,472671.0,467237.0,469048.0,467440.0,465665.0,462585.0,468903.0,477598.0,486148.0,488720.0,492706.0,492705.0,487271.0,477055.0,471584.0,471295.0,"","","","","","","","","","","",""
395235,81,"Winston-Salem, NC",Msa,NC,209967.0,211633.0,213333.0,216633.0,218267.0,221600.0,231300.0,242667.0,250967.0,250933.0,247600.0,245633.0,245633.0,249267.0,256233.0,264933.0,275267.0,281933.0,284933.0,282967.0,281333.0,280197.0,279430.0,277730.0,275867.0,279933.0,284963.0,287297.0,290597.0,295933.0,305233.0,306649.0,303818.0,297151.0,290602.0,284710.0,281577.0,280077.0,281767.0,283933.0,286448.0,287296.0,286596.0,284181.0,290429.0,302603.0,314869.0,321273.0
395224,82,"Wichita, KS",Msa,KS,176600.0,182917.0,191250.0,201250.0,206567.0,208267.0,206300.0,202967.0,200633.0,198183.0,193883.0,190383.0,189833.0,194133.0,202267.0,210600.0,218982.0,223898.0,223565.0,220217.0,216333.0,215000.0,213300.0,208267.0,203050.0,201417.0,209617.0,219767.0,234583.0,248750.0,261350.0,264677.0,"","","",228981.0,228130.0,234763.0,243097.0,247633.0,242030.0,232030.0,223530.0,217500.0,213470.0,214304.0,220637.0,229333.0
395115,83,"Springfield, MA",Msa,MA,240890.0,240917.0,245612.0,254940.0,263962.0,268595.0,268595.0,264242.0,257743.0,251524.0,246860.0,242196.0,239086.0,237811.0,242755.0,252115.0,265516.0,274845.0,278234.0,277923.0,276089.0,273943.0,267538.0,262376.0,259546.0,263153.0,271735.0,283893.0,296611.0,308271.0,317880.0,324099.0,323290.0,321124.0,317290.0,310100.0,301800.0,301833.0,316633.0,339633.0,351267.0,352967.0,344933.0,338267.0,331600.0,321300.0,311333.0,305633.0
394440,84,"Fort Myers, FL",Msa,FL,248437.0,248464.0,248464.0,249265.0,249238.0,249210.0,248382.0,248134.0,247885.0,247882.0,247882.0,246778.0,245842.0,245842.0,246946.0,247637.0,247637.0,247637.0,247361.0,246256.0,245124.0,245400.0,246753.0,250370.0,253407.0,258928.0,263594.0,264698.0,264726.0,265857.0,269998.0,271931.0,270827.0,270827.0,270965.0,270965.0,"","","","","","","","","","","",""
394399,85,"Boise City, ID",Msa,ID,326267.0,342933.0,348233.0,354600.0,356600.0,361633.0,360267.0,354963.0,351627.0,348327.0,344997.0,341633.0,341297.0,345960.0,355660.0,369297.0,381300.0,388267.0,388300.0,384933.0,380210.0,374377.0,370743.0,368800.0,372628.0,379475.0,388400.0,393735.0,397189.0,403263.0,413260.0,421593.0,426593.0,431567.0,444200.0,454230.0,462593.0,470657.0,485593.0,508927.0,532430.0,553463.0,561100.0,556933.0,547300.0,543000.0,544633.0,554933.0
395160,86,"Toledo, OH",Msa,OH,126933.0,125933.0,130383.0,137050.0,144717.0,148267.0,149900.0,147767.0,145467.0,143133.0,141933.0,140900.0,139900.0,139933.0,146633.0,158299.0,173299.0,181633.0,183300.0,179133.0,172467.0,167333.0,163133.0,161433.0,159867.0,159867.0,161533.0,166567.0,178267.0,189933.0,199933.0,208233.0,208266.0,206600.0,193266.0,184900.0,178233.0,183867.0,188067.0,188067.0,184100.0,181567.0,181567.0,176267.0,168717.0,159750.0,153383.0,147600.0
394816,87,"Madison, WI",Msa,WI,300590.0,307765.0,317333.0,324167.0,326934.0,327618.0,327618.0,324508.0,319383.0,312583.0,309166.0,309166.0,314257.0,324508.0,336468.0,343301.0,346582.0,346274.0,344600.0,341320.0,336536.0,334793.0,333085.0,333051.0,334759.0,340773.0,349315.0,356149.0,360386.0,363496.0,363496.0,360079.0,351878.0,347285.0,345768.0,351267.0,358733.0,365733.0,369067.0,369933.0,372933.0,374633.0,376300.0,372067.0,368733.0,367033.0,369900.0,376533.0
394766,88,"Lakeland, FL",Msa,FL,230099.0,230478.0,232201.0,235646.0,237369.0,237748.0,237918.0,237884.0,236471.0,234544.0,232476.0,232132.0,232132.0,232507.0,232542.0,233955.0,237059.0,239816.0,241504.0,240987.0,240248.0,238905.0,238009.0,237710.0,237710.0,239468.0,241435.0,242469.0,242331.0,242400.0,244808.0,247575.0,250711.0,252661.0,254041.0,255992.0,257984.0,260483.0,265613.0,275647.0,288133.0,299633.0,306267.0,310557.0,314857.0,320557.0,326267.0,330967.0
394931,89,"Ogden, UT",Msa,UT,341752.0,350435.0,364384.0,377636.0,384576.0,387784.0,388446.0,385726.0,380740.0,374811.0,372370.0,373416.0,379380.0,387749.0,396851.0,405569.0,409056.0,405918.0,400303.0,395421.0,389144.0,379031.0,371847.0,371146.0,380248.0,391407.0,400129.0,401489.0,406057.0,416519.0,432212.0,439326.0,442778.0,443937.0,450341.0,457833.0,"","","","","","","","","","","",""
394528,90,"Daytona Beach, FL",Msa,FL,269600.0,270600.0,272267.0,275567.0,280433.0,285133.0,288467.0,287600.0,284567.0,280767.0,277433.0,275633.0,274767.0,274800.0,276630.0,280797.0,285630.0,288306.0,287473.0,284273.0,280763.0,277860.0,276893.0,277396.0,278333.0,281000.0,283833.0,284133.0,282466.0,281600.0,284705.0,287705.0,289443.0,289705.0,291338.0,291577.0,293527.0,297227.0,303867.0,314917.0,324884.0,335687.0,341021.0,345721.0,348000.0,352667.0,356000.0,357330.0
394531,91,"Des Moines, IA",Msa,IA,281600.0,285950.0,292283.0,297283.0,299600.0,299900.0,299900.0,297567.0,294233.0,290900.0,289100.0,287433.0,285800.0,286300.0,288833.0,292133.0,293600.0,293600.0,291105.0,286605.0,280772.0,273300.0,266830.0,261830.0,261830.0,265997.0,271170.0,275170.0,277874.0,281667.0,284333.0,283933.0,281225.0,277192.0,274058.0,272303.0,273670.0,277928.0,283425.0,291925.0,302167.0,312167.0,319767.0,321433.0,319763.0,317330.0,318997.0,323967.0
395006,100,"Provo, UT",Msa,UT,392192.0,399795.0,410495.0,415723.0,411864.0,404812.0,401163.0,400328.0,398574.0,395206.0,389374.0,385901.0,385585.0,389627.0,397326.0,402554.0,404968.0,404286.0,406075.0,408356.0,409724.0,407584.0,404110.0,402742.0,404321.0,411338.0,421415.0,426325.0,431588.0,437265.0,452563.0,467649.0,480631.0,488139.0,497612.0,507471.0,518801.0,523638.0,516633.0,516667.0,524667.0,542750.0,551083.0,554050.0,552600.0,552267.0,551298.0,565157.0
394549,104,"Durham, NC",Msa,NC,364530.0,369109.0,377908.0,386163.0,389995.0,387217.0,382333.0,373921.0,369037.0,366259.0,365954.0,365679.0,365404.0,370899.0,380363.0,389826.0,395015.0,394405.0,391352.0,384026.0,375478.0,366320.0,361741.0,361711.0,368396.0,379080.0,392848.0,398068.0,400174.0,401701.0,410553.0,420047.0,424626.0,427453.0,427224.0,426328.0,425356.0,428529.0,439642.0,464642.0,484833.0,497667.0,489333.0,482820.0,477726.0,479359.0,481539.0,479967.0
394602,159,"Fort Collins, CO",Msa,CO,433781.0,436624.0,438667.0,440358.0,444364.0,448297.0,446666.0,442911.0,436369.0,433107.0,429845.0,427562.0,425931.0,426984.0,429917.0,432347.0,435902.0,437830.0,436998.0,432106.0,427245.0,425647.0,426332.0,426332.0,430073.0,436261.0,446957.0,452936.0,455882.0,458805.0,463111.0,466340.0,462507.0,456739.0,453554.0,454533.0,"","","","","","","","","","","",""
